O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source
19-3034.00,School Psychologists,5463,Conduct research to generate new knowledge that can be used to address learning and behavior issues.,Supplemental,62.0,08/2019,Incumbent
19-3091.00,Anthropologists and Archeologists,22238,"Record the exact locations and conditions of artifacts uncovered in diggings or surveys, using drawings and photographs as necessary.",Supplemental,20.0,08/2024,Occupational Expert
19-3091.00,Anthropologists and Archeologists,22239,"Assess archeological sites for resource management, development, or conservation purposes and recommend methods for site protection.",Supplemental,20.0,08/2024,Occupational Expert
19-3091.00,Anthropologists and Archeologists,22240,Gather and analyze artifacts and skeletal remains to increase knowledge of ancient cultures.,Supplemental,20.0,08/2024,Occupational Expert
19-3091.00,Anthropologists and Archeologists,22237,Compare findings from one site with archeological data from other sites to find similarities or differences.,Supplemental,20.0,08/2024,Occupational Expert
19-3091.00,Anthropologists and Archeologists,22235,"Describe artifacts' physical properties or attributes, such as the materials from which artifacts are made and their size, shape, function, and decoration.",Supplemental,20.0,08/2024,Occupational Expert
19-3091.00,Anthropologists and Archeologists,22241,"Collect artifacts made of stone, bone, metal, and other materials, placing them in bags and marking them to show where they were found.",Supplemental,20.0,08/2024,Occupational Expert
19-3091.00,Anthropologists and Archeologists,22231,"Study objects and structures recovered by excavation to identify, date, and authenticate them and to interpret their significance.",Supplemental,20.0,08/2024,Occupational Expert
19-3091.00,Anthropologists and Archeologists,22243,"Consult site reports, existing artifacts, and topographic maps to identify archeological sites.",Supplemental,20.0,08/2024,Occupational Expert
19-3091.00,Anthropologists and Archeologists,22251,"Clean, restore, and preserve artifacts.",Supplemental,20.0,08/2024,Occupational Expert
19-3091.00,Anthropologists and Archeologists,22258,"Participate in forensic activities, such as tooth and bone structure identification, in conjunction with police departments and pathologists.",Supplemental,20.0,08/2024,Occupational Expert
19-3093.00,Historians,3735,Coordinate activities of workers engaged in cataloging and filing materials.,Supplemental,70.0,08/2025,Incumbent
19-3093.00,Historians,3732,Collect detailed information on individuals for use in biographies.,Supplemental,70.0,08/2025,Incumbent
19-3093.00,Historians,3721,"Teach and conduct research in colleges, universities, museums, and other research agencies and schools.",Supplemental,70.0,08/2025,Incumbent
19-3093.00,Historians,3736,Edit historical society publications.,Supplemental,70.0,08/2025,Incumbent
19-3093.00,Historians,3731,Translate or request translation of reference materials.,Supplemental,70.0,08/2025,Incumbent
19-3094.00,Political Scientists,5525,"Consult with and advise government officials, civic bodies, research agencies, the media, political parties, and others concerned with political issues.",Supplemental,26.0,08/2022,Occupational Expert
19-3094.00,Political Scientists,5522,"Evaluate programs and policies, and make related recommendations to institutions and organizations.",Supplemental,26.0,08/2022,Occupational Expert
19-3094.00,Political Scientists,5526,Provide media commentary or criticism related to public policy and political issues and events.,Supplemental,26.0,08/2022,Occupational Expert
19-3094.00,Political Scientists,5523,"Write drafts of legislative proposals, and prepare speeches, correspondence, and policy papers for governmental use.",Supplemental,26.0,08/2022,Occupational Expert
19-3099.01,Transportation Planners,16935,Represent jurisdictions in the legislative or administrative approval of land development projects.,Supplemental,20.0,08/2023,Occupational Expert
19-4012.00,Agricultural Technicians,19781,"Conduct studies of nitrogen or alternative fertilizer application methods, quantities, or timing to ensure satisfaction of crop needs and minimization of leaching, runoff, or denitrification.",Supplemental,56.0,08/2024,Incumbent
19-4012.00,Agricultural Technicians,20528,"Prepare laboratory samples for analysis, following proper protocols to ensure that they will be stored, prepared, and disposed of efficiently and effectively.",Supplemental,55.0,08/2024,Incumbent
19-4012.00,Agricultural Technicians,20526,Measure or weigh ingredients used in laboratory testing.,Supplemental,56.0,08/2024,Incumbent
19-4012.00,Agricultural Technicians,20535,Perform tests on seeds to evaluate seed viability.,Supplemental,56.0,08/2024,Incumbent
19-4012.00,Agricultural Technicians,5530,"Prepare data summaries, reports, or analyses that include results, charts, or graphs to document research findings and results.",Supplemental,56.0,08/2024,Incumbent
